,laptop_ID,Company,Product,TypeName,Display,ScreenResolution,CPU,RAM,Memory,Gpu,Operating System,Weight,Price_euros,Price-USD,Unnamed: 0,Name,Warranty,Price,rating
161,,DELL,Inspiron Core,,14.0,,Intel Core i9 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,777.27,161.0,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 3501 Notebook,1 Year Onsite Warranty,59790.0,4.6
162,,DELL,Inspiron Core,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,1025.05,162.0,DELL Inspiron Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5409 Thin an...,1 Year Onsite Warranty,78850.0,5.0
163,,MSI,GL65 Leopard,,15.598425196850393,,Intel Core i5 Processor (11th Gen),16.0,512 GB SSD,,64-bit win10,,,1429.87,163.0,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,1 Year Onsite Warranty,109990.0,5.0
164,,MSI,GF65 Thin,,14.0,,Intel Core i5 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,948.87,164.0,MSI GF65 Thin Core i5 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 166...,1 Year Onsite Warranty,72990.0,5.0
165,,acer,Aspire 5,,14.0,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,779.87,165.0,acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R0HB Thin and Light ...,1 Year Onsite Warranty,59990.0,4.5
166,,Lenovo,Ideapad Slim,,14.0,,Intel Core i5 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,909.87,166.0,Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) ide...,1 Year Onsite Warranty,69990.0,5.0
167,,Lenovo,IdeaPad Core,,15.598425196850393,,Intel Core i5 Processor (10th Gen),8.0,1 TB SSD,,64-bit win10,,,814.9699999999999,167.0,Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 5 14itl05 u2a Thin and Lig...,1 Year Limited Warranty,62690.0,4.0
168,,DELL,G7 Core,,15.598425196850393,,Intel Core i7 Processor (10th Gen),16.0,1 TB HDD|256 GB SSD,,64-bit win10,,,2339.87,168.0,DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,1 Year Onsite Warranty,179990.0,4.5
169,,ASUS,VivoBook Core,,12.299212598425196,,Intel Core i3 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,896.87,169.0,ASUS VivoBook Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-BQ563TS Thin and L...,1 Year International Travelers Warranty (ITW),68990.0,4.0
170,,HP,Pavilion x360,,15.600000000000001,,Intel Core i7 Processor (10th Gen),8.0,1 TB HDD,,64-bit win10,,,896.87,170.0,HP Pavilion x360 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1038TU 2 in 1 Laptop,1 Year Onsite Warranty,68990.0,5.0
171,,Lenovo,Ideapad S145,,15.598425196850393,,AMD Ryzen 7 Octa Core Processor,8.0,512 GB SSD,,64-bit win10,,,571.87,171.0,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,1 Year Onsite Warranty,43990.0,4.5
172,,ASUS,ZenBook 13,,14.708664475193011,,Intel Core i3 Processor (11th Gen),16.0,1 TB HDD,,64-bit win10,,,1104.87,172.0,ASUS ZenBook 13 (2021) OLED Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG511TS Thin...,1 Year Onsite Warranty,84990.0,5.0
173,,HP,15s Core,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,760.37,173.0,HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15s-du3060TX Thin and Light La...,1 Year Onsite Warranty,58490.0,4.0
174,,APPLE,MacBook Air,,15.598425196850393,,Intel Core i5 Processor (10th Gen),8.0,1 TB HDD|256 GB SSD,,mac,,,1429.87,174.0,APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,1 Year Onsite Warranty,109990.0,4.4
175,,acer,Predator Helios,,14.0,,Intel Core i5 Processor (8th Gen),16.0,512 GB SSD,,64-bit win10,,,1520.87,175.0,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,1 Year Limited Hardware Warranty,116990.0,5.0
176,,acer,Aspire 5,,15.598425196850393,,Intel Core i7 Processor (10th Gen),4.0,1 TB SSD,,64-bit win10,,,519.987,176.0,acer Aspire 5 Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) A514-53-316M Thin an...,2 Year Warranty Term for Gaming,39999.0,5.0
177,,ASUS,ZenBook Duo,,14.708664475193011,,Intel Core i7 Processor (8th Gen),16.0,512 GB SSD,,64-bit win10,,,1467.57,177.0,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-BM149T Thin...,1 Year Onsite Warranty,112890.0,4.0
178,,ASUS,Ryzen 7,,15.598425196850393,,AMD Ryzen 5 Dual Core Processor,8.0,256 GB SSD,,64-bit win10,,,878.163,178.0,ASUS Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB702TS Thin and Light Laptop,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",67551.0,4.7
179,,Lenovo,IdeaPad Core,,14.708664475193011,,AMD Ryzen 3 Dual Core Processor,8.0,512 GB SSD,,64-bit win10,,,571.87,179.0,Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,1 Year Onsite Warranty,43990.0,4.4
180,,ASUS,VivoBook Ultra,,15.598425196850393,,Intel Core i7 Processor (10th Gen),8.0,1 TB SSD,,64-bit win10,,,818.87,180.0,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EB513...,2 Year Warranty,62990.0,4.0
181,,ASUS,VivoBook Ultra,,15.598425196850393,,Intel Core i7 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,766.87,181.0,ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home) X413JA-EK277TS Thin and Ligh...,2 Year Carry-In Warranty,58990.0,4.2
182,,APPLE,MacBook Pro,,14.0,,Intel Core i7 Processor (11th Gen),8.0,1 TB HDD|256 GB SSD,,mac,,,1728.87,182.0,APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MXK72HN/A,1 Year Onsite Warranty,132990.0,4.7
183,,MSI,GP65 Leopard,,15.598425196850393,,Intel Core i7 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,1364.87,183.0,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,1 Year Onsite Warranty,104990.0,3.9
184,,ASUS,ZenBook 13,,15.598425196850393,,AMD Ryzen 7 Octa Core Processor,8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,844.87,184.0,ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG031T Thin and Light Lap...,1 Year Onsite Warranty,64990.0,4.7
185,,DELL,Ryzen 5,,14.0,,Intel Core i3 Processor (11th Gen),8.0,1 TB HDD,,win10,,,655.7199999999999,185.0,DELL Ryzen 5 Dual Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3505 Laptop,1 Year Domestic Brand Warranty on Device,50440.0,4.5
186,,Lenovo,Ideapad 3,,15.598425196850393,,Intel Core i7 Processor (10th Gen),4.0,1 TB HDD|256 GB SSD,,64-bit win10,,,441.87,186.0,Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,1 Year Onsite Warranty,33990.0,4.8
187,,MSI,GL65 Leopard,,13.299212598425196,,Intel Core i5 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,1429.87,187.0,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,1 Year Onsite Warranty,109990.0,4.5
188,,MSI,GF65 Thin,,15.598425196850393,,Intel Core i5 Processor (10th Gen),16.0,1 TB SSD,,64-bit win10,,,1234.87,188.0,MSI GF65 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 20...,1 Year Onsite Warranty,94990.0,4.4
189,,ASUS,ZenBook 13,,13.299212598425196,,AMD APU Dual Core A6 Processor,16.0,512 GB SSD,,64-bit win10,,,1364.87,189.0,ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325EA-KG701TS Thin a...,1 Year Onsite Warranty,104990.0,4.5
190,,ASUS,TUF Gaming,,15.598425196850393,,Intel Core i5 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,1611.87,190.0,ASUS TUF Gaming F15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce G...,1 Year Limited Hardware Warranty,123990.0,4.2
191,,Lenovo,Ideapad 5,,14.0,,Intel Core i5 Processor (11th Gen),8.0,256 GB SSD,,64-bit win10,,,792.87,191.0,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,1 Year Onsite Warranty,60990.0,4.4
192,,HP,Core i3,,14.0,,Intel Core i7 Processor (10th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,545.74,192.0,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop,2 Year Warranty,41980.0,4.3
193,,acer,Predator Helios,,14.0,,AMD Ryzen 9 Octa Core Processor,16.0,512 GB SSD,,64-bit win10,,,1520.87,193.0,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,1 Year Onsite Warranty,116990.0,4.2
194,,DELL,XPS 7390,,14.0,,Intel Core i7 Processor (11th Gen),8.0,1 TB HDD,,64-bit win10,,,1339.104,194.0,DELL XPS 7390 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 7390 Thin and Light Laptop,1 Year Onsite Warranty,103008.0,4.6
195,,Lenovo,Ideapad S145,,14.0,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD,,64-bit win10,,,571.87,195.0,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,1 Year Onsite Warranty,43990.0,4.2
196,,Lenovo,Ideapad S145,,14.0,,AMD Ryzen 7 Octa Core Processor,4.0,512 GB SSD,,64-bit win10,,,415.98699999999997,196.0,Lenovo Ideapad S145 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) S145-15AST Thin and Lig...,1 Year Onsite Warranty,31999.0,4.2
197,,APPLE,MacBook Pro,,13.000000000000002,,Intel Core i5 Processor (10th Gen),16.0,1 TB HDD|256 GB SSD,,mac,,,2209.87,197.0,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,1 Year Onsite Warranty Commencing from the Date of Purchase,169990.0,4.8
198,,HP,15s Core,,15.600000000000001,,AMD Ryzen 5 Quad Core Processor,8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,857.87,198.0,HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15s-du3047TX Laptop,1 Year Onsite Warranty,65990.0,4.5
199,,MSI,GL65 Leopard,,15.598425196850393,,Intel Core i5 Processor (10th Gen),16.0,1 TB SSD,,64-bit win10,,,1429.87,199.0,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,1 Year Onsite Warranty,109990.0,4.5
200,,ASUS,ROG Flow,,14.708664475193011,,Intel Core i5 Processor (11th Gen),16.0,1 TB SSD,,64-bit win10,,,1819.87,200.0,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,1 Year Onsite Warranty,139990.0,5.0
201,,ASUS,ZenBook Duo,,13.299212598425196,,Intel Core i5 Processor (10th Gen),16.0,M.2 Slot for SSD Upgrade,,win10,,,1754.87,201.0,ASUS ZenBook Duo 14 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX482EG-K...,1 Year Limited Hardware Warranty,134990.0,4.0
202,,HP,15s Core,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD,,64-bit win10,,,695.37,202.0,HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3032TU Thin and Light Laptop,1 Year Onsite Warranty,53490.0,4.5
203,,Lenovo,Ideapad 5,,15.598425196850393,,Intel Core i7 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,792.87,203.0,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,1 Year Onsite Warranty,60990.0,4.0
204,,Nokia,PureBook X14,,15.598425196850393,,Intel Core i3 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,753.87,204.0,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,1 Year Onsite Warranty,57990.0,5.0
205,,HP,Pavilion Gaming,,14.708664475193011,,Intel Core i7 Processor (10th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,840.9699999999999,205.0,HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,1 Year Onsite Warranty,64690.0,4.2
206,,ASUS,Core i5,,15.598425196850393,,Intel Core i3 Processor (10th Gen),4.0,1 TB HDD,,64-bit win10,,,610.87,206.0,ASUS Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502TS Thin and Light Laptop,1 Year Manufacturer Warranty on the Device from the Date of Purchase,46990.0,5.0
207,,Lenovo,IdeaPad Core,,13.299212598425196,,Intel Core i5 Processor (8th Gen),8.0,512 GB SSD,,64-bit win10,,,814.9699999999999,207.0,Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 5 14itl05 u2a Thin and Lig...,1 Year Onsite Warranty,62690.0,4.0
208,,APPLE,MacBook Pro,,15.598425196850393,,AMD Ryzen 7 Octa Core Processor,16.0,1 TB SSD,,mac,,,2273.7,208.0,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,1 Year Onsite Warranty,174900.0,4.2
209,,DELL,Inspiron Core,,14.0,,Intel Core i7 Processor (7th Gen),8.0,512 GB SSD,,64-bit win10,,,909.87,209.0,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,2 Years Onsite Warranty,69990.0,5.0
210,,HP,Spectre x360,,15.598425196850393,,Intel Core i7 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,2118.87,210.0,HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,1 Year Carry In Warranty,162990.0,4.0
211,,Lenovo,IdeaPad Core,,15.598425196850393,,Intel Core i7 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,584.87,211.0,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,1 Year Onsite Warranty,44990.0,4.8
212,,ASUS,ZenBook Duo,,13.299212598425196,,Intel Core i5 Processor (10th Gen),16.0,1 TB SSD,,64-bit win10,,,1624.87,212.0,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,1 Year Onsite Warranty,124990.0,5.0
213,,HP,Pavilion x360,,15.598425196850393,,Intel Core i5 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,682.357,213.0,HP Pavilion x360 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1502TU 2 in 1 Laptop,1 Year Onsite Warranty,52489.0,5.0
214,,ASUS,ZenBook 13,,15.598425196850393,,Intel Core i7 Processor (8th Gen),8.0,512 GB SSD,,64-bit win10,,,779.87,214.0,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,1 Year Onsite Warranty,59990.0,4.5
215,,Lenovo,IdeaPad Ryzen,,13.000000000000002,,Intel Core i3 Processor (11th Gen),16.0,512 GB SSD,,64-bit win10,,,883.87,215.0,Lenovo IdeaPad Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) 15ALC05 A Thin and Light L...,1 Year Onsite Warranty,67990.0,4.8
216,,ASUS,ROG Strix,,15.598425196850393,,Intel Core i7 Processor (10th Gen),16.0,128 GB NVMe PCIe 3.0 x4 SSD,,win10_sec,,,1819.87,216.0,ASUS ROG Strix Edition Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,1 Year Onsite Warranty,139990.0,4.5
217,,MSI,Prestige 14,,15.598425196850393,,AMD Ryzen 5 Hexa Core Processor,16.0,1 TB HDD|128 GB SSD,,64-bit win10,,,1299.87,217.0,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,1 Year Onsite Warranty,99990.0,3.9
218,,Lenovo,Yoga Slim,,14.708664475193011,,Intel Core i5 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,1273.87,218.0,Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop,1 Year Onsite Warranty,97990.0,4.5
219,,Lenovo,Ideapad S145,,13.401574803149606,,Intel Core i7 Processor (10th Gen),8.0,1 TB SSD,,64-bit win10,,,571.87,219.0,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,1 Year Onsite Warranty,43990.0,4.5
220,,Lenovo,Ideapad 3,,14.0,,Intel Core i5 Processor (8th Gen),4.0,1 TB HDD,,64-bit win10,,,597.87,220.0,Lenovo Ideapad 3 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,1 Year Manufacturer Warranty on the Device from the Date of Purchase,45990.0,4.6
221,,DELL,XPS 13,,15.598425196850393,,Intel Core i5 Processor (11th Gen),16.0,1 TB HDD,,64-bit win10,,,1494.87,221.0,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,1 Year Onsite Warranty,114990.0,4.4
222,,ASUS,Core i3,,14.0,,Intel Core i3 Processor (11th Gen),4.0,512 GB SSD,,64-bit win10,,,579.67,222.0,ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-BQ303TS Thin and Light Laptop,1 Year Onsite Warranty,44590.0,3.9
223,,acer,Predator Helios,,14.0,,Intel Core i5 Processor (10th Gen),16.0,256 GB SSD,,win10,,,1520.87,223.0,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,3 Year Limited Warranty,116990.0,4.4
224,,HP,Pavilion Gaming,,15.598425196850393,,Intel Core i5 Processor (8th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,978.77,224.0,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,1 Year Onsite Warranty,75290.0,4.6
225,,ASUS,ZenBook Core,,15.598425196850393,,Intel Core i7 Processor (10th Gen),8.0,1 TB HDD|256 GB SSD,,64-bit win10,,,972.27,225.0,ASUS ZenBook Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX325JA-EG135TS Thin and Light Lapto...,2 Year Warranty,74790.0,4.5
226,,HP,Envy Core,,14.0,,Intel Core i7 Processor (10th Gen),16.0,512 GB SSD,,64-bit win10,,,1871.87,226.0,HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-ep0123TX Laptop,1 Year Onsite Warranty,143990.0,3.7
227,,ASUS,ZenBook 13,,13.000000000000002,,AMD Ryzen 5 Quad Core Processor,8.0,1 TB SSD,,64-bit win10,,,779.87,227.0,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG011T Thin and Light Lap...,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",59990.0,4.4
228,,HP,15s Core,,14.0,,Microsoft Core i5 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,818.87,228.0,HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15s-DR3500TX Thin and Light ...,1 Year Onsite Warranty,62990.0,4.5
229,,Lenovo,IdeaPad Core,,13.299212598425196,,Intel Core i3 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,571.87,229.0,Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,43990.0,4.6
230,,HP,Spectre x360,,14.0,,Intel Core i5 Processor (7th Gen),16.0,256 GB SSD,,64-bit win10,,,2391.87,230.0,HP Spectre x360 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro/4 GB Graphics) 15-eb0014tx 2 in 1 ...,1 Year Onsite Warranty,183990.0,4.4
231,,LG,Gram Core,,14.0,,Intel Core i5 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,909.87,231.0,LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,1 Year Onsite Warranty,69990.0,4.5
232,,ASUS,ROG Zephyrus,,14.0,,AMD Ryzen 7 Octa Core Processor,32.0,256 GB SSD,,64-bit win10,,,3054.87,232.0,ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,1 Year Onsite Warranty,234990.0,5.0
233,,MSI,GL65 Leopard,,13.299212598425196,,Intel Core i5 Processor (9th Gen),16.0,1 TB SSD,,64-bit win10,,,1429.87,233.0,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,1 Year Onsite Warranty,109990.0,4.0
234,,ASUS,Ryzen 5,,15.598425196850393,,Intel Core i5 Processor (9th Gen),4.0,1 TB HDD|256 GB SSD,,64-bit win10,,,571.87,234.0,ASUS Ryzen 5 Quad Core - (4 GB/256 GB SSD/Windows 10 Home) M515DA-BQ522TS Thin and Light Laptop,1 Year Onsite Warranty,43990.0,4.5
235,,DELL,3501 Core,,15.598425196850393,,Intel Core i5 Processor (10th Gen),4.0,256 GB SSD,,64-bit win10,,,746.7199999999999,235.0,DELL 3501 Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) INSPIRON 3501 Notebook,1 Year Carry In Warranty,57440.0,4.0
236,,DELL,Inspiron 5000,,14.0,,Intel Core i5 Processor (10th Gen),4.0,1 TB HDD|256 GB SSD,,win10,,,746.0699999999999,236.0,DELL Inspiron 5000 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 5491 2 in 1 Laptop,1 Year Onsite Warranty,57390.0,5.0
237,,HP,Omen Core,,14.0,,Intel Core i7 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,1333.163,237.0,HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,1 Year Onsite Warranty,102551.0,4.6
238,,ASUS,ExpertBook P2,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD|128 GB SSD,,win10_sec,,,1130.87,238.0,ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,1 Year Onsite Warranty,86990.0,5.0
239,,Lenovo,Ideapad 5,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,792.87,239.0,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,1 Year Onsite Warranty,60990.0,4.0
240,,ASUS,TUF Gaming,,13.299212598425196,,Intel Core i7 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,961.87,240.0,ASUS TUF Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,1 Year Carry in Warranty,73990.0,4.5
241,,Lenovo,Core i5,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,512 GB SSD,,64-bit win10,,,649.87,241.0,Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,1 Year Onsite Warranty,49990.0,5.0
242,,Lenovo,Yoga C640,,15.598425196850393,,Intel Core i5 Processor (11th Gen),8.0,1 TB HDD,,64-bit win10,,,948.857,242.0,Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop,1 Year Onsite Warranty,72989.0,4.0
243,,Lenovo,Ideapad S145,,15.598425196850393,,Intel Core i9 Processor (10th Gen),8.0,512 GB SSD,,64-bit win10,,,571.87,243.0,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,1 Year Onsite Warranty,43990.0,3.9
244,,MSI,Modern 14,,13.299212598425196,,Intel Core i3 Processor (11th Gen),8.0,1 TB HDD,,64-bit win10,,,1039.87,244.0,MSI Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,1 Year Onsite Warranty,79990.0,3.0
